retweetcount,text,sentiment,selected_text
0,Aishwarya Rai Bachchan daughter Aaradhya test positive for COVID19 Jaya Bachchan tests negative says Maharahtra minister COVID19 India,negative, negative
0,"SaadiaAfzaal 
For us Hazrat Ali is Allah
Im god saadia is my goddess 
We always win
saadiaafzaal hamzaisgod saadiahamza islamabad karachi lahore pakistan ErtugrulGazi coronavirus earthquake EidulAdha turkey Mumbai india lockdown Covid19 LINK",positive, win
3,One day after examination breaking news  80 approximate students nd  noof teachers tested positive COVID19India ugccancelexam NoExamUGC UgcStopHarassment StudentsLivesMatter cancelfinalyearexam PromoteStudentsWithoutExams JusticeForStudents LINK,positive, one day after examination breaking news 80 approximate students nd noof teachers tested positive covid19india ugccancelexam noexamugc ugcstopharassment studentslivesmatter cancelfinalyearexam
3,"Manjeri medical college sets up first plasma bank

LINK

COVID19India 

xpresskerala NewIndianXpress",positive, sets up first plasma bank link covid19india xpresskerala newindianxpress
0,"BREAKINGSmtAishwarya Rai Bacchan amp Daughter Aaradhya Abhishek Bacchan have also been detected positive for Covid19
COVID19India 
AishwaryaRaiBachchan",positive, positive
0,"Im so much thankful to each member who took me to this From zamaati to sharaabi You guys had been the best supportive Your contribution is priceless I need your support to make this country as No 1
Road to 1 Million 🥳
Thanks everyone 🔥

 Covid 19

COVID19India",positive, thankful
0,"Right now the feeling i am going through can be summarised in the following words

Meri fatt rahi hai BC COVID19India",positive, right now the feeling i am going through can be summarised in the following words meri fatt
0,NitishKumar No contact tracing and testing is done in Gopalganj civil court despite 2 confirmed positive cases COVID19India COVID19,positive, positive
0,Aish and her daughter also Tests  positive COVID19India,positive, positive
0,"Those who were aware to citizens of India against COVID19India they got infected 
1SirBachhan and Family 
2 Sir Animal Khmer and Madam is well but his family infected felt corona targets",positive, infected felt corona targets
5,"Hidden victims of the coronavirus pandemic how nonCorona patients were neglected in the last 3 months DeccanHerald Sunday Special

COVID19India DHInsight

LINK 

andjourno a2n1n1a2 Ashtripathi13 AnirbanDHdel sheminjoy coolcarni ajithathrady",negative, neglected
0,"Arogya sri or ayushman bharat 
Cardholder or not
Treatment shall be free  
PawanKalyan 
RNTata2000 
kishanreddybjp 
DrTamilisaiGuv 
MAKE TREATMENT FREE AND INCREASE TESTING CENTRES IN TELANGANA 
PMOIndia 
TelanganaCMO 
Many are worried about the bills 
COVID19India",positive,"Arogya sri or ayushman bharat 
Cardholder or not
Treatment shall be free  
PawanKalyan 
RNTata2000 
kishanreddybjp 
DrTamilisaiGuv 
MAKE TREATMENT FREE AND INCREASE TESTING CENTRES IN TELANGANA 
PMOIndia 
TelanganaCMO 
Many are worried about the bills 
COVID19India"
0,"As per ajtak there is ONLY ONE person in India who has tested positive for Covid19 and thats SrBachchan Like 8 lacs cases dont matter at all TRP AnythingForTRP

On a side note 
Take Care amp wish for speedy recovery sir 🙏 SrBachchan
AmitabhBachchan",positive, take care
0,"ndtv Busy using PMCaresFund to buy MLAs across MP Rajasthan while the whole country suffers And the health minister seems to have vanished COVID19India
coronavirus",positive, while the whole country suffers and the health minister seems to have vanished
0,With 84953 cases India has overtaken Russia in the number of cases and is currently behind the US and Brazil Bengaluru City numbers are on the rise with over 75 active cases COVID19India Covid19Karnataka,positive, rise
0,"Diamond Mask 😍
COVID19India LINK",neutral, diamond mask 😍 covid19india link
1,"I have recoveredSharing my covid Journey Do not panic we need to fight it 2gether COVID19India coronavirus DelhiFightsCorona ArvindKejriwal COVIDー19 CoronaWarriors coronajourney 

LINK
LINK",neutral, i have recoveredsharing my covid journey do not panic we need to fight it 2gether covid19india coronavirus delhifightscorona arvindkejriwal covidー19 coronawarriors coronajourney link link
0,"Its good to pray for Amitabh Bacchan

Its better  to pray for Amitabh Bacchan and 850843 others

Its best to pray for Amitabh Bacchan and 12848622 others 🙏
AmitabhBachchan COVID19India",positive, good
0,"After amitabh and abhishek aishwarya rai and daughter aradhya bachchan tested corona positive in second report Wishing speedy recovery for bachchan family AishwaryaRaiBachchan AmitabhBachchan 
AbhishekBachchan 
COVID19India",positive, wishing
0,"Aishwarya and Aradhya Corona positive 😱 Prayers for the entire bacchanfamily 💐🙏🏻🙏🏻🙏🏻 

AmitabhBachchanCovidPositive COVID19India AishwaryaRaiBachchan AbhishekBachchan SrBachchan",positive, positive
0,"mybmc bmcmumbai AshwiniBhide IqbalSinghChah2 
Covid19 COVID19India 

We Wish Speedy recovery to Mr Amitabh Bachchan and Mr Abhishek Bachachan
Tests are conducted for entire family But are you conducting test for families of common man when he tests ve  Dont think so",negative, dont think so
1,"Can science tackle Indias post COVID19 crisis ICYMI Read 
LINK where RamanSpoorthy writes about some of these questions echonetworker tries to answer Scientistinpink PrinSciAdvGoI 
scicomm COVID coronavirus newnormal",neutral, can science tackle indias post covid19 crisis icymi read link where ramanspoorthy writes about some of these questions echonetworker tries to answer scientistinpink prinsciadvgoi scicomm covid coronavirus newnormal
0,"COVID19India responsibility given by Central Govt To State Govt 
State Govt To Municipal corporation and District Conectarte
And now both Authority requested people to stay home and follow the rule 
Now thing is people also request each other  but no one following rules",neutral, covid19india responsibility given by central govt to state govt state govt to municipal corporation and district conectarte and now both authority requested people to stay home and follow the rule now thing is people also request each other but no one following rules
1,"Chandigarh Covid19 Daily Report 12 July

10 new positive cases of Covid19 and 4 recoveries were reported in Chandigarh today Total cases in the UT stands at 59 including 417 recoveries and 8 fatalities

COVID19India Covid19india LINK",positive, positive
0,ZeeNews is this true COVID19India LINK,positive, true
0,"Aishwarya Rai Bachchan and daughter Aaradhya Bachchan have also been tested positive

COVID19India outbreak",positive, positive
0,"Today 52 positive in Jodhpur
Jodhpur 
Positive 
COVID19India LINK",positive, positive
0,INCIndia hard moment for Congress to survive covid 19 Seems like Congress is going to be eliminated before Covid Sachinpilot RajasthanNews RajasthanCrisis RajasthanCongress BJP COVID19 CovidBillKills COVID19 COVID19India COVID19Vic covidwarrior,negative, hard
0,"Have you tried our immunity booster pack yet 

Visit LINK

AshtangaProtektKit Immunitybooster Fightinfections AmlaJuice Chyavanaprasam Immunity ayurveda immunityboosters HealthSupplements COVID19India Covid19 IndiaFightsCorona AshtangaAyurvedics LINK",neutral, have you tried our immunity booster pack yet visit link ashtangaprotektkit immunitybooster fightinfections amlajuice chyavanaprasam immunity ayurveda immunityboosters healthsupplements covid19india covid19 indiafightscorona ashtangaayurvedics link
7,"Actor AbhishekBachchan juniorbachchan tests positive for COVID19

COVID19India COVIDー19 AmitabhBachchan amitabh LINK",positive, positive
0,"Imagine a cityareadistrict where curfew is relaxedshops allowed to open from 1pm to 5 am only contrary to the other way round happening nowevenly distributed road footfalls only one member of the localitywaking up and going out to shop
COVID19India 
ThinkingOutLoud",negative, contrary to the other way round happening nowevenly distributed road footfalls only one member of the localitywaking up and going out to shop covid19india thinkingoutloud
4,"CovidIndiaSeva if any banker lost his life due to COVID19India then what compensation would his family get

DFSIndia 
rtiwe 
BankersUnited 
banker
CoronaWarriors 
CoronavirusOutbreak 
COVID19India",negative, lost his life due to covid19india then what compensation would his family get dfsindia rtiwe bankersunited banker coronawarriors coronavirusoutbreak
0,"Smriti Thakkar is the first plasma donor of India She donated plasma after recovering frm Covid19 If you are willing to donate plasma or know sm1 who can pls call 1031800772293114425889810063261 You may also register at LINK
COVID19India delhincr LINK",positive, willing
0,"ABPNews 😟 this is so scary to hear 
even Bachchan family is not safe COVID19India coronavirus",negative, scary
0,"rupasubramanya 

Face of idiot

AmitabhBachchan AmitabhBachchanCovidPositive AmitabhBachcan Bollywood COVID19India COVID19 LINK",negative, idiot
0,"Waiting to see thalaivar rage on screen 💥😎🥳post corona

Annaatthe RMMforthepeople rajinihelps RajiniFansTeam1 tmkarthik iChannelVision WMaridhas rajinikanth COVID19India rmmoffice LINK",neutral, waiting to see thalaivar rage on screen 💥😎🥳post corona annaatthe rmmforthepeople rajinihelps rajinifansteam1 tmkarthik ichannelvision wmaridhas rajinikanth covid19india rmmoffice link
1,COVID19India Status as of 8 AM today LINK,neutral, covid19india status as of 8 am today link
1,"Get well soon SrBachchan  sir
AmitabhBachhan AmitabhBachchan COVID19India",neutral, get well soon srbachchan sir amitabhbachhan amitabhbachchan covid19india
0,Get well soon SrBachchan juniorbachchan COVID19India Mumbai COVID19 LINK,neutral, get well soon srbachchan juniorbachchan covid19india mumbai covid19 link
3,"1 day curfew can be tried 
But if you are really concerned about corona virus must implement the curfew for atleast 57 days
Forgetting about the economy and gdp

Jaanhaitojahaanhai
Covid19India
wakeupmodi
PMOIndia rashtrapatibhvn narendramodi AmitShah  BJP4India",positive, 1 day curfew can be tried but if you are really concerned
1,This is worrying The pandemic has reversed years of efforts in saving maternal and child lives in low and middleincome countries COVID19India LINK,neutral, this is worrying the pandemic has reversed years of efforts in saving maternal and child lives in low and middleincome countries covid19india link
0,"Everyone should be careful
COVID19India 
OdishaFightsCorona AVPNEWS 
India LINK",negative, careful
0,mlkhattar CM Sir SchoolFees k liye bhi kuch chinta kare bahut se Parents fees nahi bhar sakte give order to all Haryana schools to take half of monthly fee I have already tweeted many times COVID19India lockdown,positive, give order to all haryana schools to take half of monthly fee i have already tweeted many times
0,"COVID19 HC disposes of plea to implement NCRPB Act asks petitioner to make representation to respondents
Law Latest LatestLaws LegalNews India IndianNews News Legal Covid19 highcourt represent 
LINK",positive,"COVID19 HC disposes of plea to implement NCRPB Act asks petitioner to make representation to respondents
Law Latest LatestLaws LegalNews India IndianNews News Legal Covid19 highcourt represent 
LINK"
